"","Extraversion","logsalary","BetterLife","JobSat"
"8521","Online",11.8844890282993,"No","Very dissatisfied"
"8522","In real life (in person)",NA,"Yes","Very satisfied"
"8523","In real life (in person)",11.7360690242844,"No","Slightly satisfied"
"8524","In real life (in person)",10.5966347580961,"No","Very dissatisfied"
"8525","In real life (in person)",11.5129254749702,"Yes","Very satisfied"
"8526","In real life (in person)",NA,"Yes","Very satisfied"
"8527","In real life (in person)",12.1934938683866,"Yes","Neither satisfied nor dissatisfied"
"8528","In real life (in person)",15.632427930055,"Yes","Very satisfied"
"8529","In real life (in person)",11.2252434058518,"Yes","Slightly dissatisfied"
"8530","In real life (in person)",12.2060726505302,"Yes","Very satisfied"
"8531","In real life (in person)",10.9150884823964,"Yes","Very satisfied"
"8532","Online",12.0435537219148,"Yes","Neither satisfied nor dissatisfied"
"8533","In real life (in person)",11.982929100466,"No","Slightly satisfied"
"8534","In real life (in person)",11.9183905797451,"No","Slightly satisfied"
"8535","In real life (in person)",12.1547793564058,"No","Slightly satisfied"
"8536","Online",13.9108207386777,"Yes","Slightly satisfied"
"8537","In real life (in person)",NA,"No","Very dissatisfied"
"8538","In real life (in person)",11.4927227678568,"No","Very satisfied"
"8539","In real life (in person)",11.77528973713,"Yes","Very satisfied"
"8540","In real life (in person)",12.5245263802851,"Yes","Very satisfied"
"8541","In real life (in person)",11.6952470300975,"Yes","Slightly satisfied"
"8542","Online",11.8844890282993,NA,"Neither satisfied nor dissatisfied"
"8543","In real life (in person)",11.461632181109,"No","Very satisfied"
"8544","In real life (in person)",11.1418617980721,"No","Slightly satisfied"
"8545","Online",10.7339099557102,"Yes","Slightly satisfied"
"8546","In real life (in person)",11.5129254749702,"No","Very satisfied"
"8547","Online",11.77528973713,"Yes","Slightly satisfied"
"8548","Online",10.7144177909747,"Yes","Very satisfied"
"8549","Online",10.2681307008463,"Yes","Very satisfied"
"8550","Online",NA,NA,"Very satisfied"
"8551","In real life (in person)",NA,"No","Slightly satisfied"
"8552","In real life (in person)",11.3088857797186,"Yes","Very satisfied"
"8553","In real life (in person)",11.4927227678568,"Yes","Very satisfied"
"8554","In real life (in person)",13.1538620464017,"Yes","Very satisfied"
"8555","In real life (in person)",11.7360690242844,"No","Slightly satisfied"
"8556","Online",NA,"Yes","Slightly satisfied"
"8557","In real life (in person)",10.5186732186534,"No","Slightly satisfied"
"8558","In real life (in person)",12.6115377569717,"No","Very dissatisfied"
"8559","In real life (in person)",11.3504065472372,"No","Very satisfied"
"8560","In real life (in person)",11.2644641184922,"No","Very satisfied"
"8561","In real life (in person)",NA,"Yes","Very satisfied"
"8562","In real life (in person)",13.9978321155916,"Yes","Very satisfied"
"8563","Online",11.7360690242844,"No","Neither satisfied nor dissatisfied"
"8564","In real life (in person)",11.2252434058518,"No","Slightly satisfied"
"8565","Online",12.0435537219148,"No","Very satisfied"
"8566","In real life (in person)",11.461632181109,"No","Slightly satisfied"
"8567","In real life (in person)",11.4019939154361,"Yes","Very satisfied"
"8568","In real life (in person)",11.6952470300975,"No","Very satisfied"
"8569","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"8570","Online",12.5672374982261,"Yes","Very satisfied"
"8571","Online",10.5558127646175,"Yes","Very satisfied"
"8572","In real life (in person)",NA,"Yes","Very satisfied"
"8573","In real life (in person)",12.1281111094659,"No","Very satisfied"
"8574","In real life (in person)",11.6952470300975,"No","Very satisfied"
"8575","In real life (in person)",NA,"Yes","Very satisfied"
"8576","In real life (in person)",11.6952470300975,NA,"Slightly satisfied"
"8577","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"8578","Online",12.0435537219148,"Yes","Very satisfied"
"8579","In real life (in person)",11.461632181109,"Yes","Very satisfied"
"8580","In real life (in person)",NA,"Yes","Very satisfied"
"8581","Online",15.6408667986995,"Yes","Very dissatisfied"
"8582","In real life (in person)",NA,"No","Very satisfied"
"8583","In real life (in person)",11.8493977087343,"No","Slightly satisfied"
"8584","In real life (in person)",12.1281111094659,"No","Slightly dissatisfied"
"8585","Online",11.0821425642624,"Yes","Slightly satisfied"
"8586","In real life (in person)",NA,"No","Very satisfied"
"8587","Online",10.491274245216,"No","Slightly dissatisfied"
"8588","Online",12.5425448857228,"Yes","Neither satisfied nor dissatisfied"
"8589","Online",11.2252434058518,"Yes","Slightly satisfied"
"8590","In real life (in person)",11.3022044460003,"No","Slightly satisfied"
"8591","Online",12.0435537219148,"No","Neither satisfied nor dissatisfied"
"8592","Online",NA,"Yes","Slightly satisfied"
"8593","In real life (in person)",12.7656884363227,"Yes","Slightly satisfied"
"8594","In real life (in person)",11.1124479132985,"No","Very satisfied"
"8595","In real life (in person)",12.9945300081672,"Yes","Slightly satisfied"
"8596","In real life (in person)",12.1117619715534,"Yes","Neither satisfied nor dissatisfied"
"8597","In real life (in person)",11.1124479132985,"No","Very satisfied"
"8598","In real life (in person)",10.687389941113,"Yes","Very satisfied"
"8599","In real life (in person)",12.1007121354279,"Yes","Very satisfied"
"8600","Online",11.7158663171302,"No","Very dissatisfied"
"8601","Online",11.2252434058518,"Yes","Slightly dissatisfied"
"8602","Online",11.9183905797451,"Yes","Slightly satisfied"
"8603","In real life (in person)",11.1844214118871,"Yes","Very satisfied"
"8604","In real life (in person)",NA,"Yes","Neither satisfied nor dissatisfied"
"8605","In real life (in person)",11.5617156386635,"Yes","Slightly satisfied"
"8606","Online",15.8723785996509,"Yes","Neither satisfied nor dissatisfied"
"8607","In real life (in person)",11.5617156386635,"Yes","Very satisfied"
"8608","In real life (in person)",11.982929100466,"Yes","Very satisfied"
"8609","In real life (in person)",15.2925601044984,"Yes","Neither satisfied nor dissatisfied"
"8610","In real life (in person)",11.0821425642624,"Yes","Slightly satisfied"
"8611","In real life (in person)",11.6643581773252,"Yes","Very satisfied"
"8612","In real life (in person)",10.0858091509967,"Yes","Very satisfied"
"8613","In real life (in person)",11.373663409131,"Yes","Very satisfied"
"8614","In real life (in person)",11.4075649604235,"No","Very satisfied"
"8615","In real life (in person)",NA,"Yes","Slightly satisfied"
"8616","Online",12.5776362054109,"Yes","Very dissatisfied"
"8617","In real life (in person)",6.6620395060838,"Yes","Neither satisfied nor dissatisfied"
"8618","Online",11.9183905797451,"Yes","Very satisfied"
"8619","Online",NA,"No","Very satisfied"
"8620","Online",NA,"Yes","Slightly satisfied"
"8621","In real life (in person)",13.8924716000263,"Yes","Very satisfied"
"8622","In real life (in person)",11.7837156773796,"No","Very satisfied"
"8623","Online",NA,"Yes","Very satisfied"
"8624","Online",13.9252614228195,"Yes","Very satisfied"
"8625","In real life (in person)",11.4075649604235,"Yes","Slightly satisfied"
"8626","In real life (in person)",12.4211840291794,"No","Slightly satisfied"
"8627","In real life (in person)",11.0821425642624,"No","Very satisfied"
"8628","In real life (in person)",12.011577293878,"Yes","Neither satisfied nor dissatisfied"
"8629","In real life (in person)",11.5129254749702,"Yes","Slightly satisfied"
"8630","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"8631","In real life (in person)",10.491274245216,"No","Very dissatisfied"
"8632","In real life (in person)",11.5129254749702,"No","Very satisfied"
"8633","In real life (in person)",11.813030064828,"No","Very satisfied"
"8634","In real life (in person)",10.5891064918642,"No","Slightly satisfied"
"8635","In real life (in person)",11.6082356538655,"Yes","Very satisfied"
"8636","In real life (in person)",NA,"Yes","Very satisfied"
"8637","Online",11.6082356538655,"No","Slightly dissatisfied"
"8638","In real life (in person)",7.67786396364107,"No","Slightly satisfied"
"8639","Online",11.8493977087343,"Yes","Very satisfied"
"8640","Online",12.6115377569717,"Yes","Very satisfied"
"8641","In real life (in person)",11.686878780497,"Yes","Slightly satisfied"
"8642","In real life (in person)",11.289781926156,"Yes","Very satisfied"
"8643","In real life (in person)",NA,"No","Very satisfied"
"8644","In real life (in person)",10.5966347580961,"Yes","Neither satisfied nor dissatisfied"
"8645","In real life (in person)",10.7144177909747,"Yes","Neither satisfied nor dissatisfied"
"8646","In real life (in person)",12.2307652629986,"Yes","Very satisfied"
"8647","Online",11.0020998578709,"No","Very dissatisfied"
"8648","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"8649","In real life (in person)",12.2548628144615,"Yes","Very satisfied"
"8650","Online",13.3629538438946,"Yes","Slightly satisfied"
"8651","Online",11.289781926156,"No","Slightly satisfied"
"8652","In real life (in person)",11.170435170108,"No","Slightly satisfied"
"8653","Online",11.982929100466,"Yes","Very satisfied"
"8654","In real life (in person)",12.4292162008444,"No","Very satisfied"
"8655","In real life (in person)",12.3883942064908,"Yes","Very satisfied"
"8656","In real life (in person)",11.3385720897302,"Yes","Slightly satisfied"
"8657","Online",12.2060726505302,"No","Neither satisfied nor dissatisfied"
"8658","Online",11.0020998578709,"Yes","Very satisfied"
"8659","In real life (in person)",11.77528973713,"Yes","Very satisfied"
"8660","Online",11.3144745384415,"Yes","Very satisfied"
"8661","In real life (in person)",11.4658338679186,"Yes","Slightly satisfied"
"8662","In real life (in person)",12.0725412586199,NA,"Slightly dissatisfied"
"8663","In real life (in person)",14.2979367078259,"No","Slightly satisfied"
"8664","In real life (in person)",11.2118203856998,"Yes","Very satisfied"
"8665","In real life (in person)",11.1562505353172,"Yes","Slightly satisfied"
"8666","Online",11.0872066431417,"No","Very satisfied"
"8667","In real life (in person)",NA,"No","Slightly satisfied"
"8668","In real life (in person)",11.5327281020703,"Yes","Slightly dissatisfied"
"8669","In real life (in person)",11.2252434058518,"No","Slightly satisfied"
"8670","In real life (in person)",12.4292162008444,"No","Very satisfied"
"8671","In real life (in person)",14.2209756667391,"Yes","Very satisfied"
"8672","In real life (in person)",4.09436122874988,"Yes","Slightly satisfied"
"8673","In real life (in person)",12.1007121354279,"Yes","Very satisfied"
"8674","In real life (in person)",11.813030064828,"Yes","Slightly satisfied"
"8675","Online",11.6952470300975,"No","Slightly satisfied"
"8676","In real life (in person)",NA,"No","Very satisfied"
"8677","In real life (in person)",10.9150884823964,"Yes","Very satisfied"
"8678","In real life (in person)",10.5132531513309,"No","Slightly dissatisfied"
"8679","In real life (in person)",6.39693132188142,"No","Slightly satisfied"
"8680","In real life (in person)",11.289781926156,"Yes","Slightly satisfied"
"8681","Online",11.813030064828,"No","Slightly satisfied"
"8682","In real life (in person)",11.5129254749702,"Yes","Very satisfied"
"8683","In real life (in person)",12.2060726505302,"Yes","Slightly satisfied"
"8684","Online",11.5028751392177,"No","Slightly dissatisfied"
"8685","Online",11.2252434058518,"No","Slightly dissatisfied"
"8686","In real life (in person)",11.7597855507143,"Yes","Very satisfied"
"8687","In real life (in person)",NA,"Yes","Very satisfied"
"8688","Online",NA,"Yes","Slightly satisfied"
"8689","Online",10.8967393440649,"No","Very satisfied"
"8690","In real life (in person)",11.2252434058518,"Yes","Slightly satisfied"
"8691","In real life (in person)",11.1877215160579,"Yes","Very satisfied"
"8692","In real life (in person)",11.8493977087343,"No","Very satisfied"
"8693","Online",11.461632181109,"Yes","Slightly satisfied"
"8694","Online",11.7360690242844,"Yes","Neither satisfied nor dissatisfied"
"8695","In real life (in person)",11.289781926156,"Yes","Slightly satisfied"
"8696","In real life (in person)",12.0137007589433,"Yes","Very dissatisfied"
"8697","In real life (in person)",NA,"Yes","Very satisfied"
"8698","In real life (in person)",10.6735957973803,"No","Neither satisfied nor dissatisfied"
"8699","In real life (in person)",NA,"Yes","Slightly satisfied"
"8700","In real life (in person)",9.47544902101916,"Yes","Slightly satisfied"
"8701","Online",NA,"Yes","Very dissatisfied"
"8702","In real life (in person)",10.8589990167943,"No","Very satisfied"
"8703","In real life (in person)",11.6082356538655,"Yes","Slightly satisfied"
"8704","Online",11.4563551240638,"No","Very satisfied"
"8705","In real life (in person)",10.9750720078571,"Yes","Slightly satisfied"
"8706","In real life (in person)",11.6952470300975,"No","Slightly dissatisfied"
"8707","Online",12.858397834174,"Yes","Slightly satisfied"
"8708","In real life (in person)",12.2060726505302,"Yes","Slightly dissatisfied"
"8709","In real life (in person)",11.1124479132985,"Yes","Slightly dissatisfied"
"8710","In real life (in person)",10.463103369043,"Yes","Very satisfied"
"8711","In real life (in person)",11.0020998578709,"Yes","Slightly satisfied"
"8712","In real life (in person)",15.7292777560299,"Yes","Slightly satisfied"
"8713","In real life (in person)",15.4156201972292,"No","Very satisfied"
"8714","In real life (in person)",12.0435537219148,"Yes","Very dissatisfied"
"8715","Online",11.289781926156,"No","Neither satisfied nor dissatisfied"
"8716","In real life (in person)",11.3317469466588,"No","Very satisfied"
"8717","In real life (in person)",11.6952470300975,"No","Slightly satisfied"
"8718","Online",15.4260914970944,"Yes","Slightly satisfied"
"8719","In real life (in person)",11.5278140873162,"Yes","Slightly satisfied"
"8720","In real life (in person)",NA,"No","Neither satisfied nor dissatisfied"
"8721","Online",NA,"Yes","Slightly satisfied"
"8722","In real life (in person)",12.0725412586199,"Yes","Very satisfied"
"8723","In real life (in person)",11.8844890282993,"Yes","Very satisfied"
"8724","In real life (in person)",NA,"No","Slightly satisfied"
"8725","In real life (in person)",10.8617433246049,"No","Very satisfied"
"8726","In real life (in person)",11.8493977087343,"Yes","Very satisfied"
"8727","Online",11.635143106544,"Yes","Very satisfied"
"8728","In real life (in person)",11.7360690242844,"No","Slightly satisfied"
"8729","In real life (in person)",15.4260914970944,"Yes","Very satisfied"
"8730","In real life (in person)",11.6613454787092,"Yes","Very dissatisfied"
"8731","In real life (in person)",NA,"No","Very satisfied"
"8732","In real life (in person)",11.6613454787092,"Yes","Slightly dissatisfied"
"8733","In real life (in person)",11.4510500718904,"No","Very satisfied"
"8734","In real life (in person)",10.7789563107234,"Yes","Very satisfied"
"8735","Online",11.8844890282993,"No","Very satisfied"
"8736","In real life (in person)",11.4360444314334,"Yes","Slightly satisfied"
"8737","In real life (in person)",11.9183905797451,"Yes","Very satisfied"
"8738","Online",12.2060726505302,"No","Very satisfied"
"8739","In real life (in person)",11.5129254749702,"Yes","Very satisfied"
"8740","In real life (in person)",NA,"No","Slightly dissatisfied"
"8741","In real life (in person)",11.4295438669007,"No","Very satisfied"
"8742","In real life (in person)",11.5129254749702,"No","Very satisfied"
"8743","In real life (in person)",11.77528973713,"No","Very satisfied"
"8744","In real life (in person)",11.418614796488,"No","Slightly dissatisfied"
"8745","Online",11.1562505353172,"No","Slightly satisfied"
"8746","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"8747","Online",12.1281111094659,"No","Very satisfied"
"8748","In real life (in person)",11.1272629988641,"Yes","Slightly satisfied"
"8749","In real life (in person)",11.4075649604235,"No","Very satisfied"
"8750","In real life (in person)",NA,"Yes","Very satisfied"
"8751","Online",11.7981044147227,"Yes","Slightly satisfied"
"8752","In real life (in person)",11.6082356538655,"Yes","Slightly satisfied"
"8753","Online",11.9603556004876,"Yes","Very dissatisfied"
"8754","In real life (in person)",12.2548628144615,"No","Very satisfied"
"8755","In real life (in person)",12.4292162008444,"No","Very dissatisfied"
"8756","In real life (in person)",11.1562505353172,"Yes","Very satisfied"
"8757","Online",11.5852461358522,"Yes","Neither satisfied nor dissatisfied"
"8758","In real life (in person)",10.2399598248716,"No","Slightly dissatisfied"
"8759","In real life (in person)",11.982929100466,"No","Very satisfied"
"8760","Online",12.30138282988,"Yes","Very satisfied"
"8761","In real life (in person)",NA,"Yes","Neither satisfied nor dissatisfied"
"8762","Online",11.4075649604235,"Yes","Slightly dissatisfied"
"8763","In real life (in person)",11.2252434058518,"Yes","Very satisfied"
"8764","In real life (in person)",12.2060726505302,"No","Very satisfied"
"8765","Online",11.1982147338292,"Yes","Very satisfied"
"8766","In real life (in person)",11.7117763319121,"No","Slightly satisfied"
"8767","In real life (in person)",11.289781926156,"Yes","Very satisfied"
"8768","In real life (in person)",11.8705999162351,"Yes","Very satisfied"
"8769","In real life (in person)",11.5898865153656,"No","Very satisfied"
"8770","Online",11.2252434058518,"No","Slightly dissatisfied"
"8771","Online",11.4467856731494,"Yes","Very satisfied"
"8772","In real life (in person)",11.77528973713,"Yes","Very satisfied"
"8773","In real life (in person)",11.0020998578709,"No","Very satisfied"
"8774","In real life (in person)",9.03598710387902,"Yes","Neither satisfied nor dissatisfied"
"8775","In real life (in person)",11.7134143339029,"No","Very satisfied"
"8776","In real life (in person)",11.6837233662596,"No","Very satisfied"
"8777","Online",11.6952470300975,"No","Very satisfied"
"8778","In real life (in person)",11.652687416041,"Yes","Very satisfied"
"8779","Online",11.4403547828881,"No","Very dissatisfied"
"8780","In real life (in person)",13.7101500434176,"Yes","Slightly dissatisfied"
"8781","In real life (in person)",9.03598710387902,"Yes","Slightly satisfied"
"8782","In real life (in person)",11.0821425642624,"No","Very satisfied"
"8783","Online",11.0020998578709,"Yes","Very satisfied"
"8784","In real life (in person)",11.8493977087343,"Yes","Slightly satisfied"
"8785","In real life (in person)",9.96137907813952,"Yes","Neither satisfied nor dissatisfied"
"8786","Online",11.9984332869058,"Yes","Very satisfied"
"8787","In real life (in person)",11.3963916599502,"Yes","Slightly satisfied"
"8788","Online",11.1562505353172,"Yes","Very satisfied"
"8789","Online",11.5617156386635,"No","Very dissatisfied"
"8790","In real life (in person)",NA,"No","Slightly satisfied"
"8791","In real life (in person)",11.461632181109,"Yes","Slightly satisfied"
"8792","Online",12.0137007589433,"Yes","Very satisfied"
"8793","In real life (in person)",12.2425685005888,"Yes","Neither satisfied nor dissatisfied"
"8794","In real life (in person)",11.1562505353172,"No","Slightly satisfied"
"8795","In real life (in person)",NA,NA,"Neither satisfied nor dissatisfied"
"8796","In real life (in person)",12.0831928993072,"No","Slightly satisfied"
"8797","Online",8.294049890102,"Yes","Slightly satisfied"
"8798","Online",12.0435537219148,"No","Neither satisfied nor dissatisfied"
"8799","Online",12.7656884363227,"Yes","Very satisfied"
"8800","In real life (in person)",NA,"No","Slightly satisfied"
"8801","In real life (in person)",11.813030064828,"Yes","Very satisfied"
"8802","In real life (in person)",11.6032505214879,"Yes","Slightly satisfied"
"8803","In real life (in person)",11.8493977087343,"Yes","Very satisfied"
"8804","Online",11.2252434058518,"Yes","Very satisfied"
"8805","Online",11.6082356538655,"Yes","Slightly satisfied"
"8806","In real life (in person)",11.4075649604235,"Yes","Slightly satisfied"
"8807","In real life (in person)",11.4403547828881,"Yes","Slightly dissatisfied"
"8808","In real life (in person)",11.982929100466,"Yes","Very satisfied"
"8809","In real life (in person)",11.5376180873167,"No","Slightly satisfied"
"8810","In real life (in person)",NA,"No","Very satisfied"
"8811","In real life (in person)",NA,"No","Slightly dissatisfied"
"8812","In real life (in person)",11.5194044410034,"Yes","Very satisfied"
"8813","In real life (in person)",11.652687416041,"No","Slightly satisfied"
"8814","Online",11.289781926156,"No","Slightly satisfied"
"8815","Online",11.982929100466,"Yes","Very dissatisfied"
"8816","In real life (in person)",11.77528973713,"No","Very satisfied"
"8817","Online",13.2638629414141,"Yes","Very satisfied"
"8818","In real life (in person)",11.8844890282993,"No","Slightly dissatisfied"
"8819","In real life (in person)",12.7656884363227,"Yes","Very satisfied"
"8820","Online",15.2684625529249,"Yes","Very satisfied"
"8821","Online",11.8844890282993,"Yes","Slightly satisfied"
"8822","In real life (in person)",11.7829526098169,"No","Very satisfied"
"8823","In real life (in person)",11.657025817602,"Yes","Slightly satisfied"
"8824","Online",11.4721034808666,"Yes","Neither satisfied nor dissatisfied"
"8825","In real life (in person)",NA,"Yes","Very satisfied"
"8826","Online",11.0429218517245,"No","Slightly satisfied"
"8827","In real life (in person)",12.2060726505302,"Yes","Slightly satisfied"
"8828","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"8829","In real life (in person)",10.1266311438503,"Yes","Very satisfied"
"8830","In real life (in person)",11.652687416041,"Yes","Slightly satisfied"
"8831","Online",11.0821425642624,"No","Neither satisfied nor dissatisfied"
"8832","In real life (in person)",11.3265958988269,"No","Very satisfied"
"8833","In real life (in person)",11.8422292193071,"Yes","Slightly satisfied"
"8834","Online",11.1124479132985,"No","Slightly satisfied"
"8835","Online",NA,"Yes","Slightly satisfied"
"8836","Online",11.77528973713,"Yes","Very dissatisfied"
"8837","In real life (in person)",12.6115377569717,"Yes","Slightly satisfied"
"8838","In real life (in person)",NA,"Yes","Very satisfied"
"8839","In real life (in person)",11.1562505353172,"Yes","Very satisfied"
"8840","In real life (in person)",NA,"Yes","Slightly satisfied"
"8841","In real life (in person)",13.7746885644857,"Yes","Neither satisfied nor dissatisfied"
"8842","In real life (in person)",11.3504065472372,"No","Very satisfied"
"8843","In real life (in person)",11.1562505353172,"No","Slightly satisfied"
"8844","Online",11.2252434058518,"Yes","Slightly dissatisfied"
"8845","Online",10.5966347580961,"Yes","Very satisfied"
"8846","In real life (in person)",15.3726028121544,"No","Slightly satisfied"
"8847","Online",12.2060726505302,"No","Neither satisfied nor dissatisfied"
"8848","Online",15.6900570428825,"No","Very satisfied"
"8849","In real life (in person)",12.2060726505302,"Yes","Very satisfied"
"8850","In real life (in person)",11.6952470300975,"No","Very dissatisfied"
"8851","In real life (in person)",11.4495299809834,"No","Slightly satisfied"
"8852","Online",12.6115377569717,"No","Very satisfied"
"8853","In real life (in person)",11.3144745384415,"Yes","Neither satisfied nor dissatisfied"
"8854","In real life (in person)",11.0821425642624,"Yes","Very dissatisfied"
"8855","Online",7.27239908701425,"No","Very dissatisfied"
"8856","In real life (in person)",13.3999951155178,"No","Slightly satisfied"
"8857","In real life (in person)",11.461632181109,"No","Slightly satisfied"
"8858","In real life (in person)",12.8609986158673,"Yes","Slightly satisfied"
"8859","In real life (in person)",11.652687416041,"No","Slightly satisfied"
"8860","Online",13.5670491999478,"No","Slightly dissatisfied"
"8861","In real life (in person)",11.77528973713,"No","Slightly dissatisfied"
"8862","In real life (in person)",15.4964722938426,"Yes","Slightly satisfied"
"8863","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"8864","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"8865","In real life (in person)",14.2209756667391,"Yes","Slightly satisfied"
"8866","In real life (in person)",NA,"Yes","Slightly satisfied"
"8867","Online",10.8197783044103,"Yes","Slightly dissatisfied"
"8868","Online",11.5129254749702,"Yes","Slightly dissatisfied"
"8869","Online",11.5424842769205,"Yes","Slightly satisfied"
"8870","In real life (in person)",NA,"Yes","Neither satisfied nor dissatisfied"
"8871","Online",10.9062495338906,"Yes","Slightly dissatisfied"
"8872","Online",10.7563828110779,"Yes","Neither satisfied nor dissatisfied"
"8873","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"8874","In real life (in person)",11.3621025868636,"Yes","Neither satisfied nor dissatisfied"
"8875","Online",12.3282902826792,"Yes","Slightly dissatisfied"
"8876","Online",9.39266201210347,"Yes","Very satisfied"
"8877","Online",15.3615529759701,"No","Very satisfied"
"8878","In real life (in person)",11.1272629988641,"Yes","Very satisfied"
"8879","In real life (in person)",11.8350089713857,"Yes","Slightly dissatisfied"
"8880","Online",11.4075649604235,"Yes","Neither satisfied nor dissatisfied"
"8881","Online",12.0725412586199,"No","Very satisfied"
"8882","In real life (in person)",11.7597855507143,"Yes","Slightly satisfied"
"8883","In real life (in person)",NA,"No","Slightly satisfied"
"8884","Online",NA,"Yes","Slightly satisfied"
"8885","In real life (in person)",NA,"No","Very satisfied"
"8886","In real life (in person)",NA,"No","Slightly satisfied"
"8887","In real life (in person)",11.0974100361601,"Yes","Slightly satisfied"
"8888","In real life (in person)",11.289781926156,"No","Very dissatisfied"
"8889","Online",14.8307412380557,"Yes","Slightly satisfied"
"8890","Online",11.1124479132985,"Yes","Very dissatisfied"
"8891","In real life (in person)",12.2404740770784,"Yes","Slightly satisfied"
"8892","In real life (in person)",11.4721034808666,"Yes","Slightly satisfied"
"8893","In real life (in person)",11.3385720897302,"Yes","Very satisfied"
"8894","In real life (in person)",11.461632181109,"Yes","Neither satisfied nor dissatisfied"
"8895","In real life (in person)",11.77528973713,"Yes","Very satisfied"
"8896","Online",11.3385720897302,"Yes","Very satisfied"
"8897","Online",11.6952470300975,"No","Slightly satisfied"
"8898","In real life (in person)",10.7789563107234,"Yes","Slightly satisfied"
"8899","Online",NA,"Yes","Very satisfied"
"8900","In real life (in person)",11.982929100466,"No","Slightly dissatisfied"
"8901","In real life (in person)",12.1007121354279,"No","Slightly satisfied"
"8902","In real life (in person)",11.982929100466,"Yes","Very satisfied"
"8903","Online",12.3673407973816,"No","Very satisfied"
"8904","Online",10.6385997780852,"Yes","Very satisfied"
"8905","In real life (in person)",11.5898865153656,"Yes","Very satisfied"
"8906","Online",11.4721034808666,"Yes","Very dissatisfied"
"8907","In real life (in person)",11.9183905797451,"Yes","Very satisfied"
"8908","In real life (in person)",10.9681983067699,"Yes","Slightly dissatisfied"
"8909","In real life (in person)",11.982929100466,"Yes","Slightly satisfied"
"8910","Online",11.904967559503,"Yes","Slightly dissatisfied"
"8911","In real life (in person)",11.9183905797451,"Yes","Slightly satisfied"
"8912","Online",NA,"Yes","Slightly dissatisfied"
"8913","Online",9.57498355500853,"Yes","Slightly satisfied"
"8914","Online",11.2721269911399,"No","Slightly dissatisfied"
"8915","In real life (in person)",10.3417425157253,"Yes","Slightly satisfied"
"8916","In real life (in person)",11.8493977087343,"No","Very satisfied"
"8917","Online",14.2601963798667,"No","Very satisfied"
"8918","Online",11.289781926156,"No","Slightly dissatisfied"
"8919","In real life (in person)",NA,"Yes","Slightly satisfied"
"8920","In real life (in person)",8.98719694566197,"Yes","Slightly satisfied"
"8921","In real life (in person)",12.3883942064908,"Yes","Slightly satisfied"
"8922","In real life (in person)",NA,"Yes","Slightly satisfied"
"8923","In real life (in person)",11.1294371043394,"No","Very satisfied"
"8924","In real life (in person)",11.385092104824,"No","Slightly satisfied"
"8925","In real life (in person)",11.0348896801563,"Yes","Very satisfied"
"8926","Online",4.91998822507156,"Yes","Neither satisfied nor dissatisfied"
"8927","Online",12.2480376713412,"Yes","Slightly satisfied"
"8928","In real life (in person)",11.0020998578709,"Yes","Slightly dissatisfied"
"8929","Online",11.77528973713,"Yes","Very satisfied"
"8930","In real life (in person)",11.8844890282993,"Yes","Neither satisfied nor dissatisfied"
"8931","In real life (in person)",15.0451511093312,"No","Very satisfied"
"8932","Online",11.3144745384415,"Yes","Very satisfied"
"8933","In real life (in person)",10.7144177909747,"No","Slightly dissatisfied"
"8934","In real life (in person)",11.0821425642624,"Yes","Very satisfied"
"8935","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"8936","Online",NA,"Yes","Neither satisfied nor dissatisfied"
"8937","In real life (in person)",11.289781926156,"No","Slightly satisfied"
"8938","In real life (in person)",14.0931422953201,"Yes","Slightly satisfied"
"8939","In real life (in person)",12.30138282988,"Yes","Slightly satisfied"
"8940","In real life (in person)",10.7789563107234,"Yes","Slightly satisfied"
"8941","In real life (in person)",10.9150884823964,"No","Slightly satisfied"
"8942","In real life (in person)",12.0494188413328,"No","Neither satisfied nor dissatisfied"
"8943","In real life (in person)",12.8426494772472,"Yes","Very satisfied"
"8944","In real life (in person)",11.3504065472372,"No","Very satisfied"
"8945","Online",10.7144177909747,"No","Very dissatisfied"
"8946","In real life (in person)",11.813030064828,"Yes","Very satisfied"
"8947","In real life (in person)",11.2384886324264,"Yes","Slightly dissatisfied"
"8948","In real life (in person)",11.5852461358522,"No","Slightly satisfied"
"8949","In real life (in person)",14.137594057858,"Yes","Very satisfied"
"8950","Online",10.3932938397153,"Yes","Very satisfied"
"8951","Online",NA,"No","Very satisfied"
"8952","In real life (in person)",13.5008006364119,"No","Neither satisfied nor dissatisfied"
"8953","In real life (in person)",12.7938593132101,"No","Slightly satisfied"
"8954","In real life (in person)",11.4824662677948,NA,"Very satisfied"
"8955","Online",NA,"Yes","Very satisfied"
"8956","In real life (in person)",11.2252434058518,"Yes","Slightly dissatisfied"
"8957","Online",NA,"Yes","Slightly satisfied"
"8958","Online",10.491274245216,"Yes","Slightly satisfied"
